Name,Location,State(s),Counties,Type,Length,Uses
Monon Rail-Trail,"Indianapolis, IN",Indiana,Marion,"['Rail', 'Trail']",7.60 Miles / 12.23 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing']"
Monte Vista Walking Trail,"Monte Vista National Wildlife Refuge, On CO 15, about 6 miles south of Monte Vista.",Colorado,Rio Grande,['Greenway'],0.50 Miles / 0.80 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Montlake Cut National Waterside Trail,"In Seattle on Hwy. 520 W take Montlake Blvd. exit, then first R on Hamlin, E to East Shelby.",Washington,King,"['Urban', 'Trail']",0.30 Miles / 0.48 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Moraine Hills Trail System,"Moraine Hills State Park, At Moraine Hills State Park on east side of Fox River below State Route 60.",Illinois,McHenry,"['Nature', 'Trail']",10.20 Miles / 16.42 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Morrell Falls,"Lolo National Forest, Sec 36 T18N, In Lolo National Forest E of SR 83 above Seeley Lake.",Montana,Missoula,['Backcountry'],2.50 Miles / 4.02 Km,[]
Mount Charleston,"Mount Charleston Wilderness, In Toiyabe National Forest, NW of Las Vegas, at Cathedral Rock Picnic Area in Upper Kyle Canyon",Nevada,Clark,['Backcountry'],8.00 Miles / 12.87 Km,"['Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Mount McConnel,"In the Poudre Canyon approximately 33 miles west of Fort Collins, CO on CO highway 14",Colorado,Larimer,['Backcountry'],4.00 Miles / 6.44 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Mount Si Trail,"Trail ascends the south face of Mount Si, just east of North Bend, WA.",Washington,King County,"['Backcountry', 'Nature', 'Trail']",4.00 Miles / 6.44 Km,['Pedestrian - Walking/Hiking/Running']
Mount Timpanogos Trail,"In the Uinta NF, 20 mi. NE of Provo.",Utah,Utah,['Backcountry'],18.00 Miles / 28.97 Km,['Pedestrian - Walking/Hiking/Running']
Mountains to Sea Trail,"Irvine Ranch, Orange County, Connects Irvine Ranch S through Irvine to Newport Beach.<br/>",California,Orange,"['Greenway', 'Urban', 'Trail']",22.00 Miles / 35.41 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Swimming', 'Wildlife Observation']"
Mountains-to-Sea Trail - Falls Lake South Shore Trail Section,"Raleigh, NC, Blue<br/>
 Ridge Parkway Segment NC Follows Blue Ridge Parkway in NC then across Great Smoky Mountains National Park to Tennessee line.<br/>",North Carolina,Wake,['Backcountry'],26.00 Miles / 41.84 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Mt. Bailey,"Diamond Lake Ranger District; Umpqua National Forest, In Umpqua National Forest Diamond Lake Recreation Area on Forest Rd. 2808, SW of Diamond Lake.",Oregon,Douglas,['Backcountry'],5.00 Miles / 8.05 Km,"['Bicycling (off pavement)', 'Camping', 'Pedestrian - Walking/Hiking/Running']"
Mt. Helena Ridge,"Rocky Mountains, Trailhead in Helena at west end of Adams St, joins to Grizzly Gulch Road.",Montana,Lewis &amp; Clark,['Backcountry'],5.70 Miles / 9.17 Km,"['Bicycling (on pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Muddy Mountain Interpretive Nature Trail,Muddy Mtn. Environmental Education area,Wyoming,Natrona,[],2.00 Miles / 3.22 Km,[]
Mullet Hall Equestrian Trail System,"Former Mullet Hall Plantation, In Johns Island County Park on State Route 54, southwest of Charleston.",South Carolina,Charleston,['Backcountry'],19.00 Miles / 30.58 Km,"['Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Wildlife Observation', 'Wildlife Observation']"
Munising Cross Country Ski,"At Pictured Rocks NL, 3 miles from Munising on Co. Rd. H 58.",Michigan,Alger,[],11.70 Miles / 18.83 Km,[]
Muscle Shoals,Six trails at the Muscle Shoals Reservation at Wilson Dam SE of Florence. (recertified in 1992),Alabama,Colbert,[],12.00 Miles / 19.31 Km,[]
Nadeau Trail,"In Panamint Valley, Inyo County, CA; 5 miles east of Darwin, CA and 25 miles northeast of Ridgecrest, CA. West of Death Valley National Park.",California,Inyo,"['Backcountry', 'Equestrian', 'Trail', 'Fitness', 'Trail', 'Nature', 'Trail']",28.00 Miles / 45.06 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - Off leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Heritage and History', 'Hunting', 'Motorized vehicles - ATV riding', 'Motorized vehicles - Four wheel drive', 'Motorized vehicles - Motorcycling', 'Motorized vehicles - OHV driving', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Nancy Dillard Lyon,Suburban,Texas,,[],1.80 Miles / 2.90 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Bicycling (off pavement)', 'Bicycling (on pavement)', 'Roller/Inline Skating', 'Wildlife Observation']"
Nassau- Suffolk Greenbelt,Suburban,New York,"Nassau, Suffolk",[],22.00 Miles / 35.41 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Natural Bridge,,Kentucky,,[],0.50 Miles / 0.80 Km,[]
Nature Coast State Trail,"The rail trail is located in the Nature Coast Region of Florida.  West of Gainesville, the trail connects the communities. Rail trail connecting Cross City east to Trenton and Chiefland.<br/>",Florida,"Dixie, Gilchrist, Levy","['Rail', 'Trail']",31.70 Miles / 51.02 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Nelson Ridge NRT 186,"Avery, ID, In Clearwater National Forest at Avery, south of Interstate 90.",Idaho,Shoshone,['Backcountry'],9.30 Miles / 14.97 Km,"['Bicycling (on pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Motorized vehicles - Motorcycling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Snowshoeing', 'Wildlife Observation']"
New Haven &amp; Northampton Canal Rail Trail (Northampton Section),"Northampton, Massachusetts",Massachusetts,Hampshire,"['Greenway', 'Rail', 'Trail']",4.00 Miles / 6.44 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Snow - Cross-country Skiing']"
Nez Perce - Nee Me Poo,In Hell’s Canyon National Recreation Area NE of Imnaha. Trail descends to Dug Bar on the Snake River.,Oregon,Wallowa,['Backcountry'],5.00 Miles / 8.05 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Noble Canyon,The Noble Canyon National Recreation Trail begins along Pine Creek Road north of the community of Pine Valley.  It terminates at the Pacific Crest Trail near Oasis Spring in the Laguna Mountain Recreation Area.<break><break>The 10 mile trail ranges in ele</break></break>,California,San Diego,['Backcountry'],10.00 Miles / 16.09 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snow Play, General', 'Snow - Snowshoeing', 'Wildlife Observation']"
North Augusta Greeneway,"North Augusta, SC,  In downtown North Augusta along Savannah River.<br/>",South Carolina,Aiken,"['Greenway', 'Rail', 'Trail']",22.20 Miles / 35.73 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
North Bend Rail Trail,From I-77 near Parkersburg in Wood County to Wolf Summit in Harrison County,West Virginia,"Wood, Harrison","['Rail', 'Trail']",72.00 Miles / 115.87 Km,"['Bicycling (off pavement)', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Pedestrian - Walking/Hiking/Running']"
North Eastern State Trail (NEST),"A 71 mile state rail-trail that connects Alpena, Michigan to Cheboygan, Michigan.",Michigan,"Cheboygan, Presque Isle, and Alpena","['Rail', 'Trail']",71.00 Miles / 114.26 Km,"['Bicycling (off pavement)', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Heritage and History', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
North Fork John Day,"North Fork John Day Ranger District, Umatilla National Forest",Oregon,"Umatilla, Grant",[],22.90 Miles / 36.85 Km,"['Camping', 'Caving', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Wildlife Observation']"
North Mountain Trail,"In Phoenix, in North Mountain Park, near 7th and Dunlap Sts.",Arizona,,[],0.90 Miles / 1.45 Km,[]
North Shore,"Rural, In the San Bernardino National Forest, along N shore of Lake Arrowhead, 10 mi. N of San Bernardino.",California,San Bernardino,['Backcountry'],6.00 Miles / 9.66 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
North Umpqua - Maidu Lake Segment,"Diamond Lake Ranger District, Umpqua National Forest.",Oregon,"Douglas, Klamath",['Backcountry'],9.00 Miles / 14.48 Km,"['Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
North Umpqua-Tioga Section,"Along Umpqua R near Glide and Idelwyld Park. East of Roseburg, Oregon",Oregon,Douglas,['Backcountry'],11.00 Miles / 17.70 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Northfield Mountain,"Rural, off route 63.","Connecticut, Massachusetts",,[],33.00 Miles / 53.11 Km,"['Bicycling (on pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Northwest Greenway Trail,West Lafayette,Indiana,Tippecanoe,[],5.00 Miles / 8.05 Km,[]
Oak Leaf Trail – Lake Loop,,Wisconsin,Milwaukee,"['Fitness', 'Trail', 'Urban', 'Trail']",3.10 Miles / 4.99 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Oak Mountain Red Trail,"Oak Mountain State Park near Birmingham, AL",Alabama,Shelby,"['Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",25.00 Miles / 40.23 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Oaks to Wetlands Trail,"Ridgefield National Wildlife Refuge, Carty Unit, near Ridgefield, WA<br/>",Washington,Clark,[],2.00 Miles / 3.22 Km,"['Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Observatory,"In Cleveland National Forest, off County Hwy. S6, connects Observatory campground to Mount Palomar Observatory.",California,San Diego,[],2.10 Miles / 3.38 Km,[]
Ohio &amp; Erie Canal Towpath Trail,"The Towpath Trail begins in Cleveland, north of Harvard Road, travels, through Cleveland Metroparks, Cuyahoga Valley National Park, Metroparks, Serving Summit County, through the remainder of Summit County,  and ends in Tuscarawas County.",Ohio,"Cuyahoga, Summit, Tuscarawas","['Fitness', 'Trail', 'Greenway', 'Nature', 'Trail']",59.00 Miles / 94.95 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Oil Creek State Park Multi-Use Trail,"Oil Creek State Park, Oil City, PA",Pennsylvania,Venango,"['Greenway', 'Rail', 'Trail']",9.70 Miles / 15.61 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Heritage and History', 'Hunting', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Old Baldy Super Loop,In Coronado National Forest near Madera Canyon.,Arizona,,[],12.90 Miles / 20.76 Km,[]
Old Growth Ridge,From Eugene W on SR 126 50 mi. to Siuslaw River Access Rd.  Turn S 2 mi. to Whittaker Creek Campground.,Oregon,Lane,['Backcountry'],1.50 Miles / 2.41 Km,"['Boating, non-motorized: Rafting', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Old Oak,"At Lake Metigoshi SP, 13 mi. N of Bottineau.",North Dakota,Bottineau,"['Nature', 'Trail']",3.00 Miles / 4.83 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Wildlife Observation']"
Olentangy/Scioto,Urban,Ohio,,[],13.50 Miles / 21.73 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Bicycling (on pavement)', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Oregon High Desert Trail,"In the Steens Mountains, Southeastern Oregon",Oregon,Harney,['Backcountry'],150.00 Miles / 241.40 Km,['Pedestrian - Walking/Hiking/Running']
Otispike Wilderness Nature,At Fire Island Nat. Seashore at Smith Point Visitor Contact Station.,New York,,[],0.80 Miles / 1.29 Km,[]
Ouachita Geo-Float Trail,"Rural, At Lake Ouachita NW of Hot Springs<br/>
GPS coordinates for first ""stop"" on Geo Float Trail are: 34.58945N/093.22230W",Arkansas,Garland,"['Water', 'Trail']",16.00 Miles / 25.75 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Boating, non-motorized: Sailing', 'Fishing', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Overmountain Victory Trail,"W. Kerr Scott Reservoir near Wilkesboro, NC",North Carolina,Wilkes,"['Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",13.00 Miles / 20.92 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Hunting', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Ozark Highlands Trail,"Spans E-W across Ozark NF, from Lake Fort Smith to Richland Creek.  Access at numerous trailheads.",Arkansas,"Franklin, Pope, Johnson, Newton",[],165.00 Miles / 265.54 Km,['Camping']
Pacific Northwest Trail - North Cascades National Park/Ross Lake NRA Segment,"From east to west this trail leaves the Pasayten Wilderness Area after over 100 miles of wilderness hiking and crosses the Ross Lake NRA boundary on the Devils Dome Loop Trail.  It then uses portions of the East Bank, Ruby-Ross, Big Beaver<com< td="""">
</com<>",Washington,Whatcom,['Backcountry'],60.60 Miles / 97.53 Km,[]
Paint Creek Trail,"Rochester, Rochester Hills, Oakland Twp., Orion Twp, Lake Orion, Connects Rochester northwest to Oxford, east of Bald Mountain State Recreation Area.<br/>",Michigan,Oakland,"['Greenway', 'Rail', 'Trail', 'Snow', 'Trail']",8.90 Miles / 14.32 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Paintsville Lake Kiwanis trail,Near Staffordsville at S end of Paintsville Lake.,Kentucky,,[],1.54 Miles / 2.48 Km,[]
Palisade Mountain,"18 miles east of Hamilton, MT.<break><break> In the Bitterroot National Forest, 3 mi. S of Hamilton on US 93 take SR 38 E for 9 miles. Turn left on FR 714 for 20 miles to trailhead. </break></break>",Montana,Ravalli,[],6.00 Miles / 9.66 Km,[]
Palisades Long Path,Crestline trail from Fort Lee N to Alpine at top of Palisades.,New Jersey,Bergen,['Backcountry'],12.00 Miles / 19.31 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Palm Canyon,"Kofa National Wildlife Refuge, Along U.S. Highway 95 in Kofa NWR, at mile 85 northeast of Yuma.<br/>",Arizona,Yuma,['Backcountry'],0.50 Miles / 0.80 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Parkside Ski Touring,"12 miles SW of Red Lodge, MT., In Custer National Forest 12 mi. SW of Red Lodge at the Red Lodge Mountain Ski Area.",Montana,Carbon,[],8.10 Miles / 13.04 Km,[]
Paseo del Morro,"In San Juan National Historic Site, City of San Juan.",,,"['Urban', 'Trail']",34.00 Miles / 54.72 Km,[]
Pass Creek-Grassy Top,"In Pend Oreille NF, accessed at Pass Creek Pass on Forest Rd.Creek Shedroof Divide Trail, WA 302.<br/>",Washington,Pend Orielle,['Backcountry'],7.90 Miles / 12.71 Km,['Pedestrian - Walking/Hiking/Running']
Pathfinder Parkway,"Bartlesville, OK, extends south from State Route 123 along Coney Creek to State Route 23A.",Oklahoma,,['Greenway'],4.70 Miles / 7.56 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Peghorn Nature Park &amp; Trails,"St. Cloud, FL (on Peghorn Way)",Florida,Osceola,[],1.80 Miles / 2.90 Km,[]
Pennsylvania Seaway,,Pennsylvania,,[],46.00 Miles / 74.03 Km,[]
Perseverance Trail,"Juneau, Alaska",Alaska,"Juneau City, Borough",['Backcountry'],3.00 Miles / 4.83 Km,['Pedestrian - Walking/Hiking/Running']
Petersburg Battlefield,At Peterburg Nat. Battlefield visitor center on SR 36.,Virginia,,[],7.20 Miles / 11.59 Km,[]
Petroglyph Point,"In Mesa Verde National Park, near the Chapin Mesa Archeological Museum.",Colorado,Montezuma County,"['Nature', 'Trail']",2.40 Miles / 3.86 Km,"['Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Philadelphia to Valley Forge Bikeway,,Pennsylvania,,[],11.00 Miles / 17.70 Km,[]
Pigeon Creek Greenway Passage,Evansville,Indiana,Vanderburgh,"['Fitness', 'Trail', 'Greenway']",3.00 Miles / 4.83 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Pine Lake Loop Trail,"Turnbull National Wildlife Refuge, At Turnbull NWR southwest of Spokane.",Washington,Spokane,"['Nature', 'Trail']",1.25 Miles / 2.01 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Pine Ridge,"Rural, Hwy 27 north.",Washington,Whitman,['Backcountry'],3.50 Miles / 5.63 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Pine Ridge Trail,"Located at the end of the Wappapello Lake Dam, near the Spillway Recreation Area and U.S. Army Corps of Engineers Management Office.",Missouri,Wayne,"['Nature', 'Trail']",0.75 Miles / 1.21 Km,['Dogs - On leash']
